Client Name,Client Identifier,Scheme Category/Section Name,Scheme Category/Section Name Identifier,Unique Member Reference,Unique ID,Status of Member,Status of Registration,Year of Birth,Gender,Short Post Code of Member,Contract Start Date,Contract End Date,Original Date of Joining,Scheme Policy Joining Date,Registration Status,Lapse Date
Client_155 Ltd,CL-155,Individual,SC-529,MBR-08423,UID-00008423,Active,Registered,1983,M,CF15 9AZ,2017-12-04,2025-04-10,2015-04-10,2017-05-01,Registered,
Client_056 Ltd,CL-056,Corporate,SC-323,MBR-08424,UID-00008424,Active,Registered,1984,M,M2 7JP,2019-02-15,2024-01-07,2009-03-19,2009-08-01,Registered,
Client_144 Ltd,CL-144,Corporate,SC-941,MBR-08425,UID-00008425,Active,Registered,1979,M,NW8L 3JY,2023-11-03,2025-10-30,2016-07-14,2022-01-20,Registered,
Client_007 Ltd,CL-007,Family,SC-919,MBR-08426,UID-00008426,Active,Registered,1990,M,L7 3AN,2021-03-22,2025-10-30,2007-07-09,2010-06-29,Registered,
Client_020 Ltd,CL-020,Family,SC-389,MBR-08427,UID-00008427,Active,Registered,1991,M,L9 4EN,2020-04-29,2023-08-16,2013-02-14,2013-09-10,Registered,
Client_159 Ltd,CL-159,Corporate,SC-940,MBR-08428,UID-00008428,Active,Registered,1981,F,SE10 5BW,2023-01-30,2025-10-30,2018-02-18,2018-03-29,Registered,
Client_084 Ltd,CL-084,Corporate,SC-386,MBR-08429,UID-00008429,Active,Registered,1980,M,EC16F 5GZ,2023-08-11,2025-03-26,2016-09-22,2021-05-27,Registered,
Client_079 Ltd,CL-079,Family,SC-159,MBR-08430,UID-00008430,Active,Registered,1997,M,W2 6VN,2017-07-06,2020-07-17,2007-02-05,2008-07-02,Registered,
Client_153 Ltd,CL-153,Family,SC-522,MBR-08431,UID-00008431,Active,Registered,1992,M,WC1 6HX,2022-03-13,2025-10-30,2011-03-09,2016-02-02,Registered,
Client_110 Ltd,CL-110,Individual,SC-151,MBR-08432,UID-00008432,Active,Registered,1983,F,SE6O 3XY,2023-11-18,2025-10-30,2020-02-09,2022-11-03,Registered,
Client_001 Ltd,CL-001,Family,SC-256,MBR-08433,UID-00008433,Active,Registered,1966,M,BS9 5OR,2024-07-23,2025-10-30,2015-01-20,2018-07-06,Registered,
Client_145 Ltd,CL-145,Family,SC-220,MBR-08434,UID-00008434,Active,Registered,1986,F,BT2 7JJ,2022-08-15,2025-10-30,2014-11-05,2016-11-26,Registered,
Client_080 Ltd,CL-080,Family,SC-135,MBR-08435,UID-00008435,Active,Registered,1989,F,N17 4BO,2024-07-17,2025-10-30,2011-12-18,2019-01-20,Registered,
Client_027 Ltd,CL-027,Family,SC-702,MBR-08436,UID-00008436,Active,Registered,1955,M,SW15 1XC,2016-07-14,2024-09-12,2006-05-07,2013-07-16,Registered,
Client_119 Ltd,CL-119,Corporate,SC-203,MBR-08437,UID-00008437,Active,Registered,1985,M,NW4M 9YA,2024-01-21,2025-10-30,2012-09-04,2019-03-25,Registered,
Client_123 Ltd,CL-123,Corporate,SC-492,MBR-08438,UID-00008438,Active,Registered,1978,M,G13 5ED,2019-07-03,2025-10-30,2006-06-05,2010-04-21,Registered,
Client_024 Ltd,CL-024,Individual,SC-932,MBR-08439,UID-00008439,Active,Registered,1980,F,W17 1AI,2017-09-29,2022-05-15,2004-07-11,2007-05-10,Registered,
Client_190 Ltd,CL-190,Family,SC-906,MBR-08440,UID-00008440,Active,Registered,1973,M,M19B 1OF,2017-06-05,2025-10-30,2007-03-23,2007-05-12,Registered,
Client_052 Ltd,CL-052,Family,SC-987,MBR-08441,UID-00008441,Active,Registered,1981,M,EC3 5SF,2019-08-21,2023-07-07,2017-12-26,2018-06-15,Registered,
Client_051 Ltd,CL-051,Family,SC-286,MBR-08442,UID-00008442,Active,Registered,1996,M,SW10 4AW,2018-06-16,2021-02-05,2015-07-21,2018-06-04,Registered,
Client_194 Ltd,CL-194,Individual,SC-543,MBR-08443,UID-00008443,Active,Registered,1978,F,CF10L 2EC,2021-08-24,2024-04-18,2014-12-18,2018-09-06,Registered,
Client_057 Ltd,CL-057,Family,SC-729,MBR-08444,UID-00008444,Active,Registered,1992,M,NW15L 4CA,2016-04-01,2025-10-30,2003-06-24,2005-07-10,Registered,
Client_055 Ltd,CL-055,SME,SC-525,MBR-08445,UID-00008445,Active,Registered,1974,M,G12 4CL,2019-03-20,2025-02-17,2014-01-17,2016-11-01,Registered,
Client_053 Ltd,CL-053,Corporate,SC-735,MBR-08446,UID-00008446,Active,Registered,1990,F,BT18 7NA,2018-05-12,2020-03-19,2011-02-14,2013-11-20,Registered,
Client_089 Ltd,CL-089,Corporate,SC-529,MBR-08447,UID-00008447,Active,Registered,1983,F,CF15 6UD,2024-07-22,2025-10-30,2009-11-10,2023-08-01,Registered,
Client_019 Ltd,CL-019,Corporate,SC-591,MBR-08448,UID-00008448,Active,Registered,1986,F,M4J 6CK,2015-03-25,2019-02-09,2001-05-25,2014-04-22,Registered,
Client_109 Ltd,CL-109,SME,SC-266,MBR-08449,UID-00008449,Active,Registered,1983,M,BS1 2IX,2020-04-20,2023-05-06,2014-08-04,2019-01-16,Registered,
Client_141 Ltd,CL-141,Individual,SC-890,MBR-08450,UID-00008450,Active,Registered,1989,F,E15 3CK,2023-12-30,2025-10-30,2017-11-17,2023-07-26,Registered,
Client_029 Ltd,CL-029,Corporate,SC-894,MBR-08451,UID-00008451,Active,Registered,1957,F,WC18 2KD,2024-06-24,2025-10-30,2022-07-25,2023-03-10,Registered,
Client_134 Ltd,CL-134,Family,SC-565,MBR-08452,UID-00008452,Active,Registered,1968,M,W3 7FX,2021-08-03,2025-10-30,2010-09-06,2015-04-11,Registered,
Client_120 Ltd,CL-120,Family,SC-907,MBR-08453,UID-00008453,Active,Registered,1987,F,EH4O 4ID,2018-10-28,2021-03-05,2012-01-29,2012-09-19,Registered,
Client_129 Ltd,CL-129,Corporate,SC-616,MBR-08454,UID-00008454,Active,Registered,1962,M,NW13Q 6AU,2019-05-17,2023-07-16,2007-08-16,2017-03-30,Registered,
Client_152 Ltd,CL-152,Corporate,SC-813,MBR-08455,UID-00008455,Active,Registered,1977,F,M16N 6GD,2015-02-27,2024-07-01,2010-05-05,2013-05-16,Registered,
Client_074 Ltd,CL-074,Corporate,SC-954,MBR-08456,UID-00008456,Active,Registered,1982,M,NW16D 3EA,2022-06-24,2025-10-30,2010-11-23,2013-04-10,Registered,
Client_099 Ltd,CL-099,Individual,SC-952,MBR-08457,UID-00008457,Active,Registered,1974,F,BT5 1RU,2020-01-24,2025-10-30,2007-05-24,2018-06-28,Registered,
Client_006 Ltd,CL-006,Corporate,SC-344,MBR-08458,UID-00008458,Active,Registered,1976,M,B11 3JA,2016-03-12,2021-12-07,2007-01-15,2009-05-01,Registered,
Client_176 Ltd,CL-176,Family,SC-319,MBR-08459,UID-00008459,Active,Registered,1985,F,CF2 7VS,2017-10-10,2025-10-30,2008-07-21,2016-07-22,Registered,
Client_148 Ltd,CL-148,Family,SC-279,MBR-08460,UID-00008460,Active,Registered,1993,M,E11 4HN,2022-12-31,2024-11-26,2011-05-30,2013-03-19,Registered,
Client_076 Ltd,CL-076,SME,SC-929,MBR-08461,UID-00008461,Active,Registered,1973,F,NW4 4ZC,2022-09-12,2025-10-30,2020-09-27,2021-04-11,Registered,
Client_067 Ltd,CL-067,Corporate,SC-930,MBR-08462,UID-00008462,Lapsed,Cancelled,1977,F,W9 1ZT,2022-11-27,2025-10-30,2014-11-22,2018-01-18,Cancelled,2025-10-30
Client_183 Ltd,CL-183,Corporate,SC-282,MBR-08463,UID-00008463,Active,Registered,1975,M,W6 8WD,2022-05-20,2024-08-03,2019-08-07,2021-06-06,Registered,
Client_018 Ltd,CL-018,Family,SC-488,MBR-08464,UID-00008464,Active,Registered,1958,F,E6 8JX,2019-11-09,2025-10-30,2013-04-02,2018-06-28,Registered,
Client_021 Ltd,CL-021,Individual,SC-312,MBR-08465,UID-00008465,Active,Registered,1984,B,SE11 5TE,2022-01-09,2024-02-23,2014-03-28,2018-10-24,Registered,
Client_192 Ltd,CL-192,Individual,SC-603,MBR-08466,UID-00008466,Active,Registered,1992,M,G9 5WK,2022-10-05,2025-10-30,2019-02-04,2022-03-02,Registered,
Client_165 Ltd,CL-165,Individual,SC-304,MBR-08467,UID-00008467,Active,Registered,1993,M,NW5 5UF,2020-11-03,2022-02-19,2017-07-30,2020-06-17,Registered,
Client_019 Ltd,CL-019,Family,SC-166,MBR-08468,UID-00008468,Active,Registered,1974,F,EH8 7UT,2023-01-05,2025-07-02,2010-10-18,2011-05-02,Registered,
Client_056 Ltd,CL-056,Corporate,SC-678,MBR-08469,UID-00008469,Active,Registered,1970,M,BS14 9CC,2023-10-25,2025-10-30,2020-03-04,2020-05-06,Registered,
Client_190 Ltd,CL-190,Individual,SC-522,MBR-08470,UID-00008470,Active,Registered,1983,M,NW11G 3WO,2019-05-19,2024-06-30,2013-03-04,2018-11-16,Registered,
Client_018 Ltd,CL-018,SME,SC-915,MBR-08471,UID-00008471,Active,Registered,1991,M,E9Q 8PP,2017-09-06,2020-07-22,2006-02-19,2013-05-11,Registered,
Client_158 Ltd,CL-158,Corporate,SC-629,MBR-08472,UID-00008472,Active,Registered,1984,M,WC13 9CA,2024-09-16,2025-10-30,2016-08-10,2022-03-10,Registered,
Client_184 Ltd,CL-184,Corporate,SC-278,MBR-08473,UID-00008473,Active,Registered,1985,M,EH1 3IB,2022-06-07,2025-10-30,2007-12-24,2015-06-21,Registered,
Client_106 Ltd,CL-106,Corporate,SC-411,MBR-08474,UID-00008474,Active,Registered,1994,M,WC12Z 4GX,2023-10-12,2025-10-30,2016-11-17,2022-09-15,Registered,
Client_170 Ltd,CL-170,Individual,SC-298,MBR-08475,UID-00008475,Active,Registered,1975,F,W12 3BR,2023-09-25,2025-10-30,2009-10-23,2020-03-07,Registered,
Client_053 Ltd,CL-053,Corporate,SC-530,MBR-08476,UID-00008476,Active,Registered,1980,F,N8 7CW,2019-04-09,2025-10-30,2012-07-06,2014-03-16,Registered,
Client_086 Ltd,CL-086,Individual,SC-695,MBR-08477,UID-00008477,Active,Registered,1999,M,BS6R 3SZ,2024-06-12,2025-10-30,2012-02-16,2019-10-15,Registered,
Client_050 Ltd,CL-050,Corporate,SC-612,MBR-08478,UID-00008478,Active,Registered,1981,F,L4 7UM,2015-09-21,2021-06-16,2013-05-05,2014-09-08,Registered,
Client_127 Ltd,CL-127,Corporate,SC-173,MBR-08479,UID-00008479,Active,Registered,1970,F,NW18 7SN,2021-06-28,2025-10-30,2006-08-13,2018-11-12,Registered,
Client_004 Ltd,CL-004,Individual,SC-872,MBR-08480,UID-00008480,Active,Registered,1976,F,W3 1RI,2015-01-11,2020-10-02,2012-02-13,2013-09-23,Registered,
Client_063 Ltd,CL-063,Individual,SC-229,MBR-08481,UID-00008481,Active,Registered,1973,M,SW8 3VU,2024-12-28,2025-10-30,2023-12-18,2024-05-02,Registered,
Client_195 Ltd,CL-195,Family,SC-147,MBR-08482,UID-00008482,Active,Registered,1986,M,EH13 4YN,2020-04-04,2022-07-31,2014-04-24,2016-07-16,Registered,
Client_113 Ltd,CL-113,Corporate,SC-145,MBR-08483,UID-00008483,Active,Registered,1974,F,SW17 4GS,2015-09-20,2024-06-07,2003-09-18,2007-02-26,Registered,
Client_056 Ltd,CL-056,Corporate,SC-540,MBR-08484,UID-00008484,Lapsed,Cancelled,1985,F,G2 7UP,2023-06-23,2025-10-30,2021-11-01,2022-04-14,Cancelled,2025-10-30
Client_177 Ltd,CL-177,Corporate,SC-584,MBR-08485,UID-00008485,Active,Registered,1975,F,CF1 6LA,2017-06-26,2018-08-08,2006-05-11,2006-08-25,Registered,
Client_150 Ltd,CL-150,Family,SC-669,MBR-08486,UID-00008486,Active,Registered,1961,F,SW2 1VT,2020-01-29,2024-09-28,2015-06-19,2016-09-14,Registered,
Client_140 Ltd,CL-140,Family,SC-804,MBR-08487,UID-00008487,Active,Registered,1986,M,NW18Q 3LB,2022-11-27,2025-10-30,2008-03-09,2012-09-22,Registered,
Client_177 Ltd,CL-177,Corporate,SC-729,MBR-08488,UID-00008488,Active,Registered,1984,M,NW12 6NJ,2023-10-18,2025-10-30,2018-06-05,2022-11-09,Registered,
Client_013 Ltd,CL-013,Corporate,SC-559,MBR-08489,UID-00008489,Active,Registered,1988,M,B3 5YC,2016-03-29,2020-06-06,2005-05-04,2010-04-22,Registered,
Client_105 Ltd,CL-105,Family,SC-261,MBR-08490,UID-00008490,Active,Registered,1976,M,E9D 7BL,2018-06-08,2025-10-30,2011-01-29,2011-12-26,Registered,
Client_033 Ltd,CL-033,SME,SC-532,MBR-08491,UID-00008491,Active,Registered,1975,F,SW6 1OM,2023-09-23,2025-10-30,2009-11-12,2014-03-05,Registered,
Client_175 Ltd,CL-175,Corporate,SC-569,MBR-08492,UID-00008492,Active,Registered,1987,M,SE19X 9DX,2021-05-16,2025-10-30,2009-12-02,2016-08-04,Registered,
Client_064 Ltd,CL-064,Family,SC-223,MBR-08493,UID-00008493,Active,Registered,1998,M,B20 4NP,2016-07-03,2025-10-30,2006-08-05,2009-05-03,Registered,
Client_083 Ltd,CL-083,Family,SC-479,MBR-08494,UID-00008494,Pending,Pending,1983,F,M20F 2OO,2015-07-18,2020-07-12,2007-10-12,2011-09-24,Pending,
Client_105 Ltd,CL-105,Corporate,SC-532,MBR-08495,UID-00008495,Active,Registered,1987,M,M19 2DY,2019-12-07,2022-02-13,2006-06-29,2007-09-17,Registered,
Client_145 Ltd,CL-145,Individual,SC-698,MBR-08496,UID-00008496,Active,Registered,1979,F,EH14 6AW,2022-06-10,2023-10-10,2014-05-31,2020-11-18,Registered,
Client_034 Ltd,CL-034,Individual,SC-188,MBR-08497,UID-00008497,Active,Registered,1967,B,NW9S 6UG,2020-02-23,2025-10-30,2016-08-12,2019-05-10,Registered,
Client_068 Ltd,CL-068,Family,SC-753,MBR-08498,UID-00008498,Pending,Pending,1992,F,W11 6UV,2024-03-08,2025-10-30,2021-05-14,2023-07-26,Pending,
Client_039 Ltd,CL-039,Family,SC-408,MBR-08499,UID-00008499,Active,Registered,1992,M,E6 1WR,2015-10-13,2018-06-29,2004-10-26,2009-03-26,Registered,
Client_200 Ltd,CL-200,SME,SC-841,MBR-08500,UID-00008500,Active,Registered,1990,M,WC18 4SB,2018-02-25,2021-10-03,2009-03-04,2012-11-14,Registered,
Client_129 Ltd,CL-129,Individual,SC-830,MBR-08501,UID-00008501,Active,Registered,1981,M,EC14 9NO,2018-05-15,2025-10-30,2008-01-31,2013-07-31,Registered,
Client_133 Ltd,CL-133,Family,SC-579,MBR-08502,UID-00008502,Active,Registered,1988,M,G13 6GY,2023-01-11,2025-10-30,2012-11-01,2016-07-30,Registered,
Client_040 Ltd,CL-040,Individual,SC-925,MBR-08503,UID-00008503,Active,Registered,1991,M,L3 4IV,2015-09-15,2022-05-11,2013-11-04,2014-04-11,Registered,
Client_063 Ltd,CL-063,Family,SC-115,MBR-08504,UID-00008504,Active,Registered,1999,F,EH10F 8AQ,2017-02-14,2022-04-02,2011-07-11,2013-05-20,Registered,
Client_129 Ltd,CL-129,Corporate,SC-174,MBR-08505,UID-00008505,Active,Registered,1992,M,W6U 1YW,2022-05-28,2025-04-11,2012-12-01,2021-06-28,Registered,
Client_163 Ltd,CL-163,Corporate,SC-261,MBR-08506,UID-00008506,Active,Registered,1983,F,SW7 2AD,2016-05-25,2024-05-26,2005-08-20,2012-04-29,Registered,
Client_145 Ltd,CL-145,Family,SC-733,MBR-08507,UID-00008507,Active,Registered,1969,M,SW8 1QE,2016-07-13,2025-02-10,2010-12-18,2016-02-14,Registered,
Client_094 Ltd,CL-094,Family,SC-946,MBR-08508,UID-00008508,Active,Registered,1984,F,WC9 7AT,2020-10-12,2025-10-30,2010-06-07,2011-09-29,Registered,
Client_099 Ltd,CL-099,Individual,SC-656,MBR-08509,UID-00008509,Active,Registered,1985,F,SW19 8WQ,2016-12-01,2017-12-09,2011-09-13,2013-09-28,Registered,
Client_060 Ltd,CL-060,Corporate,SC-316,MBR-08510,UID-00008510,Active,Registered,1990,M,G4 7CS,2015-05-21,2024-06-12,2012-08-17,2014-02-16,Registered,
Client_129 Ltd,CL-129,Family,SC-791,MBR-08511,UID-00008511,Lapsed,Cancelled,1996,M,SW16 5JI,2017-09-04,2019-01-03,2005-01-11,2008-07-08,Cancelled,2019-01-03
Client_132 Ltd,CL-132,Corporate,SC-886,MBR-08512,UID-00008512,Active,Registered,1982,F,NW9V 5XV,2020-04-24,2022-08-16,2014-11-26,2015-01-25,Registered,
Client_137 Ltd,CL-137,SME,SC-701,MBR-08513,UID-00008513,Active,Registered,2004,F,BS3 3EW,2017-01-09,2021-08-22,2004-06-10,2007-02-20,Registered,
Client_045 Ltd,CL-045,Family,SC-866,MBR-08514,UID-00008514,Active,Registered,1965,F,N15 8EN,2020-11-24,2025-10-30,2013-08-26,2014-10-01,Registered,
Client_160 Ltd,CL-160,Family,SC-887,MBR-08515,UID-00008515,Active,Registered,1987,M,W1 1FX,2019-07-24,2025-10-30,2014-02-10,2019-06-17,Registered,
Client_069 Ltd,CL-069,Family,SC-361,MBR-08516,UID-00008516,Active,Registered,1975,M,BS1 3QU,2020-02-19,2024-03-26,2005-11-01,2006-09-06,Registered,
Client_014 Ltd,CL-014,Corporate,SC-802,MBR-08517,UID-00008517,Active,Registered,1963,F,B14 6SE,2015-08-01,2024-06-22,2013-10-24,2014-11-05,Registered,
Client_179 Ltd,CL-179,Individual,SC-465,MBR-08518,UID-00008518,Active,Registered,1980,F,SE17 7RQ,2023-06-15,2025-10-30,2021-05-13,2022-02-23,Registered,
Client_151 Ltd,CL-151,Corporate,SC-399,MBR-08519,UID-00008519,Active,Registered,1968,M,BS9 4GV,2019-08-04,2022-01-27,2011-09-22,2016-02-22,Registered,
Client_174 Ltd,CL-174,Corporate,SC-180,MBR-08520,UID-00008520,Active,Registered,1981,F,BT9 2RB,2016-01-23,2020-03-12,2002-03-19,2011-07-21,Registered,
Client_155 Ltd,CL-155,Family,SC-999,MBR-08521,UID-00008521,Active,Registered,1983,M,N8 9ON,2021-04-24,2025-10-30,2014-05-17,2016-12-25,Registered,
Client_089 Ltd,CL-089,Corporate,SC-901,MBR-08522,UID-00008522,Active,Registered,1994,M,SE10 4XW,2023-09-21,2025-10-30,2010-08-22,2014-01-06,Registered,
Client_036 Ltd,CL-036,Family,SC-491,MBR-08523,UID-00008523,Active,Registered,1967,M,WC15 7YU,2017-04-12,2021-07-23,2009-02-23,2013-08-03,Registered,
Client_196 Ltd,CL-196,Family,SC-382,MBR-08524,UID-00008524,Active,Registered,1992,M,NW20 1QK,2024-11-18,2025-10-30,2020-08-01,2020-10-01,Registered,
Client_032 Ltd,CL-032,Corporate,SC-495,MBR-08525,UID-00008525,Active,Registered,1983,F,BT11R 5OM,2017-03-08,2022-12-16,2008-01-24,2016-09-08,Registered,
Client_073 Ltd,CL-073,Individual,SC-127,MBR-08526,UID-00008526,Active,Registered,1993,M,EC4 4UI,2023-01-12,2025-10-30,2010-10-15,2022-09-20,Registered,
Client_194 Ltd,CL-194,Family,SC-599,MBR-08527,UID-00008527,Active,Registered,1978,M,N19G 5SF,2015-02-07,2024-07-24,2006-12-26,2009-05-23,Registered,
Client_170 Ltd,CL-170,Corporate,SC-802,MBR-08528,UID-00008528,Active,Registered,1969,F,EH18 6FG,2023-02-11,2025-10-30,2009-09-24,2012-12-19,Registered,
Client_050 Ltd,CL-050,Corporate,SC-210,MBR-08529,UID-00008529,Active,Registered,1970,F,B13 2KC,2017-11-14,2025-10-30,2006-07-21,2008-11-30,Registered,
Client_057 Ltd,CL-057,Family,SC-459,MBR-08530,UID-00008530,Active,Registered,1970,F,N4 7PM,2023-01-19,2025-10-30,2020-08-15,2020-09-23,Registered,
Client_117 Ltd,CL-117,Corporate,SC-143,MBR-08531,UID-00008531,Active,Registered,1987,F,SW17 7BC,2023-07-21,2025-10-30,2009-07-15,2016-01-26,Registered,
Client_192 Ltd,CL-192,SME,SC-101,MBR-08532,UID-00008532,Active,Registered,1997,M,SW13 7KQ,2017-04-30,2021-01-15,2004-12-01,2013-04-05,Registered,
Client_174 Ltd,CL-174,Family,SC-541,MBR-08533,UID-00008533,Active,Registered,1977,F,BT17 5EX,2023-08-29,2025-10-30,2013-11-15,2019-09-12,Registered,
Client_111 Ltd,CL-111,Corporate,SC-755,MBR-08534,UID-00008534,Active,Registered,1989,F,G14 3YS,2018-03-07,2020-09-14,2005-07-25,2006-02-02,Registered,
Client_089 Ltd,CL-089,Family,SC-811,MBR-08535,UID-00008535,Active,Registered,1967,F,EC18 5WU,2020-05-14,2025-09-01,2007-04-02,2007-04-26,Registered,
Client_104 Ltd,CL-104,Family,SC-794,MBR-08536,UID-00008536,Active,Registered,1984,M,NW10 6AW,2023-12-25,2025-10-30,2012-07-14,2021-10-01,Registered,
Client_054 Ltd,CL-054,Individual,SC-502,MBR-08537,UID-00008537,Active,Registered,1989,M,WC19 4QG,2015-03-02,2017-12-02,2009-08-29,2012-11-24,Registered,
Client_053 Ltd,CL-053,SME,SC-455,MBR-08538,UID-00008538,Active,Registered,1968,F,M13 7TY,2015-04-21,2018-02-27,2012-07-24,2014-09-07,Registered,
Client_157 Ltd,CL-157,SME,SC-269,MBR-08539,UID-00008539,Active,Registered,1980,M,SW17L 5TQ,2015-09-15,2020-03-03,2007-05-12,2009-02-22,Registered,
Client_165 Ltd,CL-165,Individual,SC-661,MBR-08540,UID-00008540,Active,Registered,1990,F,BS2Z 7ZK,2020-02-16,2021-05-16,2010-05-19,2015-02-12,Registered,
Client_069 Ltd,CL-069,Family,SC-439,MBR-08541,UID-00008541,Active,Registered,1953,F,WC6 4CL,2015-05-15,2020-02-12,2012-02-05,2014-06-30,Registered,
Client_014 Ltd,CL-014,Corporate,SC-305,MBR-08542,UID-00008542,Active,Registered,1996,F,EC1 8TZ,2020-10-08,2025-10-30,2006-10-08,2009-04-18,Registered,
Client_155 Ltd,CL-155,Family,SC-151,MBR-08543,UID-00008543,Active,Registered,1986,F,W20M 9WP,2021-02-14,2025-10-30,2009-10-06,2013-05-11,Registered,
Client_005 Ltd,CL-005,Family,SC-132,MBR-08544,UID-00008544,Active,Registered,1990,F,CF1B 9WY,2021-07-11,2025-10-30,2009-03-02,2014-07-28,Registered,
Client_118 Ltd,CL-118,Corporate,SC-366,MBR-08545,UID-00008545,Active,Registered,1978,M,WC8 5ZK,2022-04-26,2025-10-30,2013-02-26,2020-06-02,Registered,
Client_172 Ltd,CL-172,Corporate,SC-435,MBR-08546,UID-00008546,Active,Registered,1965,M,SE6 3TU,2023-06-26,2025-10-30,2011-01-17,2017-07-20,Registered,
Client_143 Ltd,CL-143,SME,SC-483,MBR-08547,UID-00008547,Active,Registered,1988,F,M12D 9GG,2020-08-04,2025-10-30,2012-04-18,2015-11-07,Registered,
Client_067 Ltd,CL-067,Individual,SC-580,MBR-08548,UID-00008548,Active,Registered,1982,M,EH18 5UP,2023-05-31,2025-07-22,2021-05-24,2023-03-03,Registered,
Client_001 Ltd,CL-001,Family,SC-811,MBR-08549,UID-00008549,Active,Registered,1983,M,B5 1OZ,2022-08-05,2025-01-08,2017-05-25,2021-08-30,Registered,
Client_152 Ltd,CL-152,Corporate,SC-769,MBR-08550,UID-00008550,Active,Registered,1993,M,B8 3BG,2015-03-27,2022-05-08,2011-11-29,2013-05-06,Registered,
Client_109 Ltd,CL-109,Family,SC-621,MBR-08551,UID-00008551,Active,Registered,1990,F,G2 1OQ,2022-06-07,2025-10-30,2009-06-03,2013-07-12,Registered,
Client_062 Ltd,CL-062,Corporate,SC-509,MBR-08552,UID-00008552,Active,Registered,2002,M,CF15 6KA,2020-10-28,2024-01-16,2012-04-01,2013-04-01,Registered,
Client_078 Ltd,CL-078,Corporate,SC-646,MBR-08553,UID-00008553,Active,Registered,1984,F,NW11N 8ZU,2022-03-04,2025-10-30,2019-01-22,2021-11-15,Registered,
Client_057 Ltd,CL-057,Corporate,SC-983,MBR-08554,UID-00008554,Active,Registered,1976,M,BS2 7OG,2020-01-19,2025-10-30,2006-06-10,2018-12-14,Registered,
Client_020 Ltd,CL-020,Corporate,SC-919,MBR-08555,UID-00008555,Active,Registered,1981,M,EC13G 5PI,2019-04-21,2025-10-30,2015-04-30,2019-04-15,Registered,
Client_186 Ltd,CL-186,Family,SC-443,MBR-08556,UID-00008556,Active,Registered,1987,F,SE12 2NX,2024-09-05,2025-10-30,2020-12-07,2024-02-23,Registered,
Client_014 Ltd,CL-014,Corporate,SC-733,MBR-08557,UID-00008557,Active,Registered,1993,M,WC5 7NW,2024-07-11,2025-07-15,2017-12-25,2019-03-15,Registered,
Client_181 Ltd,CL-181,Corporate,SC-286,MBR-08558,UID-00008558,Active,Registered,1968,F,SE9 3WI,2022-10-21,2025-10-30,2020-11-14,2022-01-23,Registered,
Client_035 Ltd,CL-035,Corporate,SC-253,MBR-08559,UID-00008559,Active,Registered,1983,F,WC14 6CO,2017-03-11,2025-10-30,2010-12-04,2013-02-04,Registered,
Client_190 Ltd,CL-190,Family,SC-255,MBR-08560,UID-00008560,Active,Registered,1999,F,N15 8PG,2024-07-04,2025-10-30,2022-04-18,2022-08-12,Registered,
Client_189 Ltd,CL-189,Individual,SC-982,MBR-08561,UID-00008561,Active,Registered,1980,M,NW13P 1CP,2020-02-04,2025-10-30,2007-03-01,2016-10-10,Registered,
Client_147 Ltd,CL-147,Family,SC-229,MBR-08562,UID-00008562,Active,Registered,1992,F,M3 5AX,2019-01-30,2025-07-26,2012-02-16,2013-03-17,Registered,
Client_084 Ltd,CL-084,Family,SC-986,MBR-08563,UID-00008563,Active,Registered,1987,F,NW2 3KN,2023-01-01,2025-10-30,2014-04-12,2019-04-26,Registered,
Client_042 Ltd,CL-042,Family,SC-856,MBR-08564,UID-00008564,Active,Registered,1992,F,EC11 7EO,2021-01-31,2025-10-30,2012-10-08,2017-05-10,Registered,
Client_172 Ltd,CL-172,Family,SC-153,MBR-08565,UID-00008565,Active,Registered,1974,M,WC18 8MK,2017-05-15,2024-12-11,2015-08-22,2016-08-07,Registered,
Client_098 Ltd,CL-098,Corporate,SC-118,MBR-08566,UID-00008566,Active,Registered,1974,F,M1M 8YD,2022-12-21,2024-07-09,2017-11-07,2018-11-30,Registered,
Client_001 Ltd,CL-001,Individual,SC-887,MBR-08567,UID-00008567,Active,Registered,1983,F,B12H 8IV,2019-06-13,2023-01-21,2007-11-18,2012-05-02,Registered,
Client_068 Ltd,CL-068,Individual,SC-494,MBR-08568,UID-00008568,Active,Registered,1967,F,SW5 3NL,2017-12-18,2023-08-05,2006-08-24,2016-10-17,Registered,
Client_104 Ltd,CL-104,Corporate,SC-913,MBR-08569,UID-00008569,Active,Registered,1980,M,CF11J 7PL,2019-05-16,2023-06-07,2009-05-10,2017-01-14,Registered,
Client_078 Ltd,CL-078,SME,SC-454,MBR-08570,UID-00008570,Lapsed,Cancelled,1985,M,BS6 5KV,2016-02-10,2019-01-04,2011-08-08,2012-10-15,Cancelled,2019-01-04
Client_174 Ltd,CL-174,SME,SC-838,MBR-08571,UID-00008571,Active,Registered,2000,M,M1M 9YS,2021-12-09,2025-03-13,2015-07-13,2018-12-23,Registered,
Client_051 Ltd,CL-051,Individual,SC-795,MBR-08572,UID-00008572,Active,Registered,1987,M,WC20 6KH,2022-09-02,2025-10-30,2018-09-22,2019-09-15,Registered,
Client_032 Ltd,CL-032,Family,SC-738,MBR-08573,UID-00008573,Active,Registered,1989,M,BS10 3FV,2015-10-10,2019-07-18,2012-04-15,2014-12-19,Registered,
